Leumi Card: הנחות,1. Mas-t back - ראשון לציון,30% הנחה במעמד החיוב
Leumi Card: הנחות,2. שואבי אבק לרכב בשרות עצמי - מגוון סניפים,18% הנחה במעמד החיוב
Leumi Card: הנחות,3. אקשן גיים - כפר סבא,15% הנחה במעמד החיוב
Leumi Card: הנחות,"4. קווין פיין גיפטס בע""מ - אורנית",15% הנחה במעמד החיוב
Leumi Card: הנחות,5. אאוטסייד סוסייטי - תל אביב,12% הנחה במעמד החיוב
Leumi Card: הנחות,6. ארבל אדריכלות ועיצוב פנים - ראשון לציון,12% הנחה במעמד החיוב
Leumi Card: הנחות,7. אתר לימודי קורסים אונליין - כפר סבא,12% הנחה במעמד החיוב
Leumi Card: הנחות,8. דורין - כפר סבא,12% הנחה במעמד החיוב
Leumi Card: הנחות,9. יו-יו אירועים - קיבוץ ארז,12% הנחה במעמד החיוב
Leumi Card: הנחות,10. משכנתאות A.M.T - פתח תקווה,12% הנחה במעמד החיוב
Leumi Card: הנחות,11. סקי בגלבוע - מועצה אזורית גלבוע,12% הנחה במעמד החיוב
Leumi Card: הנחות,12. עדי טבעי - מגוון סניפים,12% הנחה במעמד החיוב
Leumi Card: הנחות,13. עמותת תיאטרון נוצר - בת ים,12% הנחה במעמד החיוב
Leumi Card: הנחות,14. ערן ינקו אולפני הקלטה - חדרה,12% הנחה במעמד החיוב
Leumi Card: הנחות,15. פאב הרציף - רמת גן,12% הנחה במעמד החיוב
Leumi Card: הנחות,16. פאייר סנטר מרכז הבטיחות - נתניה,12% הנחה במעמד החיוב
Leumi Card: הנחות,17. פיצה 1+1 Like - פתח תקווה,12% הנחה במעמד החיוב
Leumi Card: הנחות,18. רגע של שלווה - כפר סבא,12% הנחה במעמד החיוב
Leumi Card: הנחות,19. רהיטי ניקנור - ראש העין,12% הנחה במעמד החיוב
Leumi Card: הנחות,20. רענן באופן טיולי אופניים - להבות הבשן,12% הנחה במעמד החיוב
Leumi Card: הנחות,21. שובל סטודיו לעיצוב שמלות כלה - כפר סבא,12% הנחה במעמד החיוב
Leumi Card: הנחות,22. BAYANA בגדי ים אונליין - תל אביב-יפו,12% הנחה במעמד החיוב
Leumi Card: הנחות,23. EYE טק - הרצליה,12% הנחה במעמד החיוב
Leumi Card: הנחות,24. MODERN BY ME - רעננה,12% הנחה במעמד החיוב
Leumi Card: הנחות,25. nativ - תל אביב-יפו,12% הנחה במעמד החיוב
Leumi Card: הנחות,26. אולפן התאורה - טייבה,10.5% הנחה במעמד החיוב
Leumi Card: הנחות,27. אומנות השיער והיופי - חדרה,10.5% הנחה במעמד החיוב
Leumi Card: הנחות,28. דודי שמש נ. פרו - דאלית אל כרמל,10.5% הנחה במעמד החיוב
Leumi Card: הנחות,29. הפיצה של אשר - אור עקיבא,10.5% הנחה במעמד החיוב
Leumi Card: הנחות,30. חאמזה ריהוט עתיק - כפר קאסם,10.5% הנחה במעמד החיוב
Leumi Card: הנחות,31. חלקי חילוף הכרמל פלוס - עספיא,10.5% הנחה במעמד החיוב
Leumi Card: הנחות,32. טונצ'ילי מותגים - דאלית אל-כרמל,10.5% הנחה במעמד החיוב
